"MLog","EntryDate","RelDate","RelSite","State","County","City","Waterway","Photos","FormComplete","CondStop","BottomFeed","NatVeg","VegType","MonthsVeg","ExpWater","DisplayType","RelType","MonthsExpWater","VetID","Weight","EstW","WDate","Length","EstL","LDate","Comments","Org","Status","CreateBy","CreateDate","UpdateBy","UpdateDate"
8518,2024-02-07 13:04:01.430,2024-02-07 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,1,1,0,1,,,,1,F,F,>12,sdirocco,345,N,2024-02-07 00:00:00.000,255,N,2024-02-07 00:00:00.000,,SWF,1,lbraso,2024-02-07 13:04:01.430,lbraso,2024-02-07 13:04:21.533
8519,2022-03-08 06:07:36.720,2022-03-03 00:00:00.000,Anchorage Park,FL,Palm Beach,North Palm Beach,"Earman River, ICW",0,0,0,,,,"02",0,,,,yjafarey,403,N,2022-03-03 00:00:00.000,268,N,2022-03-03 00:00:00.000,FWC SEFL,JAX,1,cmiller,2022-03-08 06:07:36.720,cmiller,2022-03-08 06:09:07.287
8520,2022-02-02 15:22:37.340,2022-02-01 00:00:00.000,Port Everglades,FL,Broward,Fort Lauderdale,ICW,0,0,0,,,,,0,,,,yjafarey,540,N,2022-02-01 00:00:00.000,294,N,2022-02-01 00:00:00.000,,JAX,1,cmiller,2022-02-02 15:22:37.340,cmiller,2022-02-02 15:26:10.533
8521,2022-07-12 11:30:37.000,2022-07-12 00:00:00.000,Anchorage Park,FL,Palm Beach,Palm Beach,Earman River,1,0,0,,,,,0,,,,DLinderman,461,N,2022-07-12 00:00:00.000,280,N,2022-07-12 00:00:00.000,,SWF,1,lbraso,2022-07-12 11:30:37.000,lbraso,2022-07-12 11:31:02.130
8522,2022-07-28 14:39:07.017,2022-07-28 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange City,St. Johns River,1,0,0,,,,,0,,,,yjafarey,406,N,2022-07-28 00:00:00.000,274,N,2022-07-28 00:00:00.000,,JAX,1,cmiller,2022-07-28 14:39:07.017,cmiller,2022-07-28 14:40:54.360
8522,2023-02-14 08:14:59.827,2023-02-13 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,0,0,0,,,,,0,,,,sdirocco,456,N,2023-02-13 00:00:00.000,281,N,2023-02-13 00:00:00.000,,SWF,1,lbraso,2023-02-14 08:14:59.827,lbraso,2023-02-14 08:15:16.047
8523,2022-04-21 12:33:15.700,2022-04-14 00:00:00.000,"33000 Overseas Hwy",FL,Monroe,Big Pine Key,Spanish Harbor Channel,0,0,0,,,,,0,,,,sloos,575,N,2022-04-12 00:00:00.000,321,N,2022-04-12 00:00:00.000,"Animal was transported to MSQ 4/12/22, to reduce the amount of travel time for the animals release day.",MSQ,1,jheyde,2022-04-21 12:33:15.700,jheyde,2022-04-21 12:41:32.120
8524,2022-03-02 05:03:08.857,2022-03-02 00:00:00.000,"3 sisters spring",FL,Citrus,Crystal River,Crystal River,1,0,0,,,,"00",0,,,,sdirocco,265,N,2022-02-21 00:00:00.000,231,N,2022-01-03 00:00:00.000,stranded,SWF,1,lbraso,2022-03-02 05:03:08.857,lbraso,2022-03-06 07:29:20.390
8525,2022-05-04 06:46:02.513,2022-05-03 00:00:00.000,Anchorage Park,FL,Palm Beach,North Palm Beach,Earman River,1,0,0,,,,,0,,,,creid,304,N,2022-05-03 00:00:00.000,227,N,2022-05-03 00:00:00.000,,SWF,1,lbraso,2022-05-04 06:46:02.513,lbraso,2022-05-04 06:46:39.463
8527,2024-01-24 10:13:48.780,2024-01-24 00:00:00.000,"3 Sisters spring",FL,Citrus,Crystal River,Crystal River,1,0,0,1,,,,1,F,F,>12,LStaggs,359,N,2024-01-24 00:00:00.000,254,N,2024-01-24 00:00:00.000,,SWF,1,lbraso,2024-01-24 10:13:48.780,lbraso,2024-01-24 10:14:15.213
8528,2022-07-14 17:19:30.690,2022-07-14 00:00:00.000,"Round Island Riverside Park, Indian River County",FL,Indian River,Vero Beach,Indian River Lagoon,1,1,1,,,,,0,,,,enolan,618,N,2022-05-31 00:00:00.000,294,N,2022-05-31 00:00:00.000,,LVS,1,lmcduffie,2022-07-14 17:19:30.690,lmcduffie,2022-07-14 17:29:22.527
8532,2024-01-21 06:10:00.823,2024-01-18 00:00:00.000,PEEC,FL,Broward,Ft. Lauderdale,Stranahan River,1,0,0,,,,,0,,,,sdirocco,1059,N,2024-01-18 00:00:00.000,325,N,2024-01-18 00:00:00.000,,SWF,1,lbraso,2024-01-21 06:10:00.823,lbraso,2024-01-21 06:10:32.027
9532,2024-02-07 13:21:55.683,2024-01-22 00:00:00.000,FPL FT Myers,FL,Lee,Ft Myers,Orange River,0,0,0,,,,,0,,,,creid,265,N,2024-01-22 00:00:00.000,231,N,2024-01-22 00:00:00.000,,SWF,1,lbraso,2024-02-07 13:21:55.683,lbraso,2024-02-07 13:22:28.027
9536,2023-01-22 06:37:01.933,2023-01-07 00:00:00.000,Orange River,FL,Lee,Ft Myers,Orange River,1,0,0,,,,,0,,,,sdirocco,295,N,2023-01-17 00:00:00.000,239,N,2023-01-17 00:00:00.000,,SWF,1,lbraso,2023-01-22 06:37:01.933,lbraso,2023-01-22 06:37:42.440
9537,2022-08-25 12:43:40.400,2022-08-25 00:00:00.000,Anchorage Park,FL,Palm Beach,North Palm Beach,Earman River,1,0,0,,,,,0,,,,creid,718,N,2022-08-25 00:00:00.000,333,N,2022-08-25 00:00:00.000,,SWF,1,lbraso,2022-08-25 12:43:40.400,lbraso,2022-08-25 12:44:00.910
9538,2022-06-02 06:50:58.980,2022-06-01 00:00:00.000,Anchorage Park,FL,Palm Beach,North Palm Beach,Earman River,0,0,0,,,,,0,,,,creid,425,N,2022-06-01 00:00:00.000,271,N,2022-06-01 00:00:00.000,,SWF,1,lbraso,2022-06-02 06:50:58.980,lbraso,2022-06-02 06:51:36.260
9541,2022-08-15 09:22:27.390,2022-08-11 00:00:00.000,Round Island Riverside Park,FL,Indian River,Vero Beach,Indian river,1,0,0,,,,,0,,,,creid,693,N,2022-08-11 00:00:00.000,334,N,2022-08-11 00:00:00.000,,SWF,1,lbraso,2022-08-15 09:22:27.390,lbraso,2022-08-15 09:22:50.360
9542,2022-04-27 07:14:07.920,2022-04-27 00:00:00.000,PEEC,FL,Broward,Ft. Lauderdale,Stranahan River,1,0,0,,,,,0,,,,DLinderman,505,N,2022-04-27 00:00:00.000,295,N,2022-04-19 00:00:00.000,,SWF,1,lbraso,2022-04-27 07:14:07.920,lbraso,2022-04-27 09:48:40.867
9543,2022-05-31 12:15:56.920,2022-05-05 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,1,0,0,,,,,0,,,,sdirocco,722,N,2022-05-05 00:00:00.000,334,N,2022-05-05 00:00:00.000,,SWF,1,lbraso,2022-05-31 12:15:56.920,lbraso,2022-05-31 12:16:17.967
9544,2022-07-12 11:26:30.697,2022-07-07 00:00:00.000,Moore's Creek,FL,St. Lucie,Fort Pierce,Indian river ,1,0,0,,,,,0,,,,sdirocco,772,N,2022-07-07 00:00:00.000,332,N,2022-07-07 00:00:00.000,,SWF,1,lbraso,2022-07-12 11:26:30.697,tcalleson,2022-07-12 14:18:36.363
9544,2022-07-13 03:42:27.260,2022-07-07 00:00:00.000,Moore's Creek,FL,St. Lucie,Fort Pierce,Indian river ,1,0,0,,,,,0,,,,sdirocco,772,N,2022-07-07 00:00:00.000,332,N,2022-07-07 00:00:00.000,,SWF,1,lbraso,2022-07-13 03:42:27.260,lbraso,2022-07-13 03:42:50.007
9546,2022-04-20 13:05:45.973,2022-04-19 00:00:00.000,Sportsman boat ramp,FL,Putnam,Welaka,St. Johns River,0,0,0,,,,,0,,,,yjafarey,510,N,2022-04-19 00:00:00.000,306,N,2022-04-19 00:00:00.000,,JAX,1,cmiller,2022-04-20 13:05:45.973,cmiller,2022-04-20 13:58:42.107
9547,2022-06-07 12:50:26.400,2022-06-07 00:00:00.000,Round Island Riverside Park,FL,Indian River,Vero Beach,Indian River South,1,0,0,,,,,0,,,,creid,627,N,2022-06-07 00:00:00.000,310,N,2022-06-07 00:00:00.000,,SWF,1,lbraso,2022-06-07 12:50:26.400,lbraso,2022-06-07 12:50:47.907
9555,2022-08-18 13:15:57.467,2022-08-18 00:00:00.000,Everglades City rod and gun lodge ,FL,Collier,Everglades City,Chokoloskee Bay,1,0,0,,,,,0,,,,LStaggs,220,N,2022-08-15 00:00:00.000,218,N,2022-08-18 00:00:00.000,,SWF,1,lbraso,2022-08-18 13:15:57.467,lbraso,2022-08-18 13:16:17.167
9556,2022-07-20 15:42:38.983,2022-07-20 00:00:00.000,"3 Sisters spring",FL,Citrus,Crystal River,Kings Bay,1,0,0,,,,,0,,,,LStaggs,254,N,2022-07-20 00:00:00.000,239,N,2022-07-20 00:00:00.000,,SWF,1,lbraso,2022-07-20 15:42:38.983,lbraso,2022-07-20 15:43:07.420
9558,2022-05-15 08:13:18.250,2022-05-10 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,1,0,0,,,,,0,,,,sdirocco,634,N,2022-05-10 00:00:00.000,305,N,2022-05-10 00:00:00.000,PREGANT ,SWF,1,lbraso,2022-05-15 08:13:18.250,lbraso,2022-05-15 08:14:23.673
9560,2022-08-25 12:47:55.050,2022-08-25 00:00:00.000,Oak Harbor boat ramp,FL,Duval,Jacksonville,intercoastal waterway,1,0,0,,,,,0,,,,creid,472,N,2022-08-25 00:00:00.000,290,N,2022-08-25 00:00:00.000,,SWF,1,lbraso,2022-08-25 12:47:55.050,lbraso,2022-08-25 12:48:12.173
9563,2022-10-05 10:33:18.907,2022-10-05 00:00:00.000,Anchorage Park,FL,Palm Beach,North Palm Beach,Earman River,1,0,0,,,,,0,,,,DLinderman,534,N,2022-10-05 00:00:00.000,290,N,2022-10-05 00:00:00.000,,SWF,1,lbraso,2022-10-05 10:33:18.907,lbraso,2022-10-05 10:33:54.113
9570,2022-11-29 13:47:10.223,2022-11-29 00:00:00.000,Key Colony boat ramp,FL,Monroe,Marathon,Florida Bay,1,0,0,,,,,0,,,,creid,588,N,2022-11-29 00:00:00.000,307,N,2022-11-29 00:00:00.000,,SWF,1,lbraso,2022-11-29 13:47:10.223,lbraso,2022-11-29 13:47:57.933
9571,2023-02-24 10:58:27.470,2023-02-23 00:00:00.000,Halls River,FL,Citrus,Homosassa,Halls River,0,0,0,,,,,0,,,,mnau,660,N,2023-02-10 00:00:00.000,310,N,2023-02-10 00:00:00.000,,LPZ,1,mlippincot,2023-02-24 10:58:27.470,mlippincot,2023-02-24 10:58:41.437
9574,2023-06-25 08:59:48.870,2023-06-22 00:00:00.000,Koreshan State Park,FL,Lee,Estero,Estero River,1,0,0,,,,,0,,,,sdirocco,522,N,2023-06-22 00:00:00.000,295,N,2023-06-22 00:00:00.000,,SWF,1,lbraso,2023-06-25 08:59:48.870,lbraso,2023-06-25 09:01:42.110
9575,2023-06-25 09:01:12.217,2023-06-22 00:00:00.000,Koreshan State Park,FL,Lee,Estero,Estero River,1,0,0,,,,,0,,,,sdirocco,286,N,2023-06-22 00:00:00.000,231,N,2023-06-22 00:00:00.000,,SWF,1,lbraso,2023-06-25 09:01:12.217,lbraso,2023-06-25 09:02:02.790
9576,2022-07-14 12:51:18.600,2022-07-14 00:00:00.000,Round Island Riverside Park,FL,Indian River,Vero Beach,Indian river,1,0,0,,,,,0,,,,sdirocco,334,N,2022-07-14 00:00:00.000,249,N,2022-07-14 00:00:00.000,,SWF,1,lbraso,2022-07-14 12:51:18.600,lbraso,2022-07-14 12:51:52.623
9578,2022-08-16 12:54:21.000,2022-08-03 00:00:00.000,Palma Sola Causeway,FL,Manatee,Bradenton,Sarasota Bay,1,0,0,,,,,0,,,,DLinderman,604,N,2022-08-03 00:00:00.000,335,N,2022-08-03 00:00:00.000,,SWF,1,lbraso,2022-08-16 12:54:21.000,lbraso,2022-08-16 12:54:53.000
9579,2022-08-16 12:56:08.330,2022-08-03 00:00:00.000,Palma Sola Causeway,FL,Manatee,Bradenton,Sarasota Bay,1,0,0,,,,,0,,,,DLinderman,110,N,2022-08-03 00:00:00.000,165,N,2022-08-03 00:00:00.000,,SWF,1,lbraso,2022-08-16 12:56:08.330,lbraso,2022-08-16 12:56:28.610
9581,2024-01-21 06:11:39.530,2024-01-18 00:00:00.000,PEEC,FL,Broward,Ft. Lauderdale,Stranahan River,1,0,0,,,,,0,,,,sdirocco,313,N,2024-01-18 00:00:00.000,226,N,2024-01-18 00:00:00.000,,SWF,1,lbraso,2024-01-21 06:11:39.530,lbraso,2024-01-21 06:12:07.953
9582,2022-11-29 14:19:32.613,2022-11-29 00:00:00.000,Orange Harbor Mobile Park ,FL,Lee,Ft Myers,Caloosahatchee River ,0,0,0,,,,,0,,,,mnau,317,N,2022-11-16 00:00:00.000,240,N,2022-11-16 00:00:00.000,,LPZ,1,mlippincot,2022-11-29 14:19:32.613,mlippincot,2022-11-29 14:19:48.680
9583,2022-11-30 09:19:16.390,2022-11-29 00:00:00.000,Round Island Riverside Park,FL,Indian River,Vero Beach,Indian River,1,0,0,,,,,0,,,,yjafarey,434,N,2022-11-29 00:00:00.000,274,N,2022-11-29 00:00:00.000,,JAX,1,cmiller,2022-11-30 09:19:16.390,cmiller,2022-11-30 09:22:01.057
9587,2022-11-29 13:49:29.850,2022-11-29 00:00:00.000,Key Colony boat ramp,FL,Monroe,Marathon,Florida Bay,1,0,0,,,,,0,,,,LStaggs,456,N,2022-11-29 00:00:00.000,260,N,2022-11-29 00:00:00.000,,SWF,1,lbraso,2022-11-29 13:49:29.850,lbraso,2022-11-29 13:50:13.353
9589,2022-11-29 13:51:36.757,2022-11-29 00:00:00.000,Key Colony boat ramp,FL,Monroe,Marathon,Florida Bay,1,0,0,,,,,0,,,,LStaggs,534,N,2022-11-29 00:00:00.000,302,N,2022-11-29 00:00:00.000,,SWF,1,lbraso,2022-11-29 13:51:36.757,lbraso,2022-11-29 13:52:16.740
9591,2022-08-15 09:24:26.153,2022-08-11 00:00:00.000,Round Island Riverside Park,FL,Indian River,Vero Beach,Indian river,1,0,0,,,,,0,,,,sdirocco,215,N,2022-08-11 00:00:00.000,210,N,2022-08-11 00:00:00.000,,SWF,1,lbraso,2022-08-15 09:24:26.153,lbraso,2022-08-15 09:24:59.810
9593,2022-12-22 17:40:35.973,2022-12-20 00:00:00.000,Round Island Riverside Park,FL,Indian River,Vero Beach,Indian River,1,0,0,,,,,0,F,B,,mpersky,412,N,2022-12-20 00:00:00.000,277,N,2022-12-20 00:00:00.000,,JAX,1,cmiller,2022-12-22 17:40:35.973,cmiller,2022-12-22 17:42:02.910
9601,2023-02-20 09:30:09.410,2023-02-16 00:00:00.000,TECO Discharge Canal ,FL,Hillsborough,Apollo Beach,TECO Discharge Canal ,0,0,0,,,,,0,,,,mnau,732,N,2023-02-06 00:00:00.000,347,N,2023-02-06 00:00:00.000,,LPZ,1,mlippincot,2023-02-20 09:30:09.410,mlippincot,2023-02-20 09:30:57.353
9602,2023-02-20 09:32:19.143,2023-02-16 00:00:00.000,TECO Discharge Canal ,FL,Hillsborough,Apollo Beach,TECO Discharge Canal ,0,0,0,,,,,0,,,,mnau,154,N,2023-02-06 00:00:00.000,191,N,2023-02-06 00:00:00.000,,LPZ,1,mlippincot,2023-02-20 09:32:19.143,mlippincot,2023-02-20 09:32:34.213
9610,2024-01-24 10:16:54.260,2024-01-24 00:00:00.000,"3 Sisters spring",FL,Citrus,Crystal River,Crystal River,1,0,0,1,,,,1,F,F,>12,sdirocco,304,N,2024-01-24 00:00:00.000,233,N,2024-01-24 00:00:00.000,,SWF,1,lbraso,2024-01-24 10:16:54.260,lbraso,2024-01-24 10:17:16.003
9629,2024-02-14 15:56:56.143,2024-02-13 00:00:00.000,Three Sisters Spring,FL,Citrus,Crystal River,Three Sisters Spring,1,1,1,1,1,"hyacinth, sea grass, hydrilla, eel grass","10",1,F,F,"10",dmurphy,277,N,2024-02-13 00:00:00.000,224,N,2024-01-19 00:00:00.000,"Release assistance: FWC, CMA, CMARI, ZooTampa, USFWS",SFM,1,vedmonds,2024-02-14 15:56:56.143,vedmonds,2024-02-14 15:58:22.720
9636,2023-03-26 06:58:15.670,2023-03-23 00:00:00.000,Manatee observation and Education center,FL,St. Lucie,Ft. Pierce,Indian river ,1,0,0,,,,,0,,,,DLinderman,750,N,2023-03-23 00:00:00.000,325,N,2023-03-23 00:00:00.000,,SWF,1,lbraso,2023-03-26 06:58:15.670,lbraso,2023-03-26 06:58:50.267
9637,2023-03-21 05:46:25.720,2023-03-16 00:00:00.000,Three Sisters Spring ,FL,Citrus,Crystal River,Three Sisters Spring ,0,0,0,,,,,0,,,,mnau,213,N,2023-03-03 00:00:00.000,216,N,2023-03-03 00:00:00.000,,LPZ,1,mlippincot,2023-03-21 05:46:25.720,mlippincot,2023-03-21 05:46:44.770
9638,2023-04-10 15:37:21.413,2023-04-05 00:00:00.000,Caloosahatchee River ,FL,Glades,Moore Haven,Caloosahatchee River ,0,0,0,,,,,0,,,,mnau,540,N,2023-03-06 00:00:00.000,304,N,2023-03-06 00:00:00.000,,LPZ,1,mlippincot,2023-04-10 15:37:21.413,mlippincot,2023-04-10 15:37:50.770
9639,2023-04-03 03:56:29.690,2023-03-29 00:00:00.000,Key Largo,FL,Monroe,Key Largo,Buttonwood Sound,1,0,0,,,,,0,,,,sdirocco,438,N,2023-03-29 00:00:00.000,301,N,2023-03-29 00:00:00.000,,SWF,1,lbraso,2023-04-03 03:56:29.690,lbraso,2023-04-03 03:57:17.603
9640,2023-03-15 07:17:44.610,2023-03-14 00:00:00.000,River breeze,FL,Volusia,Oak Hill,Indian river ,1,0,0,,,,,0,,,,DLinderman,752,N,2023-03-14 00:00:00.000,309,N,2023-03-14 00:00:00.000,,SWF,1,lbraso,2023-03-15 07:17:44.610,lbraso,2023-03-15 07:18:15.420
9641,2023-03-15 07:19:29.630,2023-03-14 00:00:00.000,River breeze,FL,Volusia,Oak Hill,Indian river ,1,0,0,,,,,0,,,,DLinderman,263,N,2023-03-14 00:00:00.000,195,N,2023-03-14 00:00:00.000,,SWF,1,lbraso,2023-03-15 07:19:29.630,lbraso,2023-03-15 07:19:45.543
9642,2023-03-15 07:21:02.717,2023-03-14 00:00:00.000,River breeze,FL,Volusia,Oak Hill,Indian river ,1,0,0,,,,,0,,,,LStaggs,831,N,2023-03-14 00:00:00.000,352,N,2023-03-14 00:00:00.000,,SWF,1,lbraso,2023-03-15 07:21:02.717,lbraso,2023-03-15 07:21:22.497
9644,2024-02-08 08:51:57.170,2024-02-15 00:00:00.000,Three Sisters Springs,FL,Citrus,Crystal River,Crystal River,1,1,0,1,1,eel grass,"03",0,B,F,"10",enolan,272,N,2024-01-26 00:00:00.000,222,Y,2024-01-26 00:00:00.000,,LVS,1,lmcduffie,2024-02-08 08:51:57.170,lmcduffie,2024-02-17 06:53:23.423
9647,2023-03-21 05:36:46.163,2023-03-16 00:00:00.000,Three Sisters Spring ,FL,Citrus,Crystal River ,Three Sisters Spring ,0,0,0,,,,,0,,,,mnau,234,N,2023-03-12 00:00:00.000,222,N,2023-03-12 00:00:00.000,,LPZ,1,mlippincot,2023-03-21 05:36:46.163,mlippincot,2023-03-21 05:37:02.857
9648,2024-01-19 13:19:59.523,2024-01-17 00:00:00.000,TECO Discharge Canal,FL,Hillsborough,Apollo Beach,TECO Discharge Canal ,0,0,0,,,,,0,,,,mnau,288,N,2023-12-14 00:00:00.000,233,N,2023-12-14 00:00:00.000,,LPZ,1,mlippincot,2024-01-19 13:19:59.523,mlippincot,2024-01-19 13:20:16.410
9654,2023-12-22 10:19:18.520,2023-12-20 00:00:00.000,"6990 Dickman Road",FL,Hillsborough,Apollo Beach,Tampa Bay,1,0,0,,,,,0,,,,bnolan,336,N,2023-12-01 00:00:00.000,248,N,2023-11-24 00:00:00.000,,LVS,1,lmcduffie,2023-12-22 10:19:18.520,lmcduffie,2023-12-22 10:22:34.203
9655,2024-02-07 13:16:33.460,2024-02-01 00:00:00.000,Berkley Canal,FL,Brevard,Cocoa Beach,Indian river ,0,0,0,,,,,0,,,,sdirocco,270,N,2024-02-01 00:00:00.000,239,N,2024-02-01 00:00:00.000,,SWF,1,lbraso,2024-02-07 13:16:33.460,lbraso,2024-02-07 13:17:05.750
9656,2023-04-30 05:37:00.383,2023-04-27 00:00:00.000,Salt Springs,FL,Marion,Salt Springs,Salt Springs,1,0,0,,,,,0,,,,sdirocco,490,N,2023-04-27 00:00:00.000,282,N,2023-04-27 00:00:00.000,,SWF,1,lbraso,2023-04-30 05:37:00.383,lbraso,2023-04-30 05:37:48.943
9660,2024-02-26 08:40:56.623,2024-01-30 00:00:00.000,TECO Discharge Canal,FL,Hillsborough,Apollo Beach,TECO Discharge Canal,1,0,0,1,1,Hydrilla,"01",0,,,,tclauss,272,N,2024-01-30 00:00:00.000,234,N,2024-01-09 00:00:00.000,,GAQ,1,kmathews,2024-02-26 08:40:56.623,kmathews,2024-02-26 08:42:49.677
9669,2023-07-11 11:36:38.437,2023-07-11 00:00:00.000,Biolab boat ramp,FL,Brevard,Titusville,Indian river north,1,0,0,,,,,0,,,,LStaggs,352,N,2023-07-11 00:00:00.000,247,N,2023-07-11 00:00:00.000,,SWF,1,lbraso,2023-07-11 11:36:38.437,lbraso,2023-07-11 11:37:13.973
9670,2023-04-23 05:35:25.127,2023-04-20 00:00:00.000,River breeze,FL,Volusia,Oak Hill,Indian river north,1,0,0,,,,,0,,,,sdirocco,329,N,2023-04-20 00:00:00.000,268,N,2023-04-20 00:00:00.000,Dr. Tatiana Weisbrod was attending vet,SWF,1,lbraso,2023-04-23 05:35:25.127,lbraso,2023-04-23 05:35:51.820
9671,2024-09-01 06:19:29.580,2024-08-26 00:00:00.000,Hunter Spring,FL,Citrus,Crystal River,Crystal River,1,0,0,,,,,0,,,,creid,395,N,2024-08-26 00:00:00.000,271,N,2024-08-26 00:00:00.000,,SWF,1,lbraso,2024-09-01 06:19:29.580,lbraso,2024-09-01 06:20:08.967
9672,2023-06-30 11:17:04.740,2023-06-21 00:00:00.000,Rosen park ,FL,Lee,Cape Coral,Caloosahatchee River ,0,0,0,,,,,0,,,,mnau,317,N,2023-06-20 00:00:00.000,241,N,2023-05-09 00:00:00.000,,LPZ,1,mlippincot,2023-06-30 11:17:04.740,mlippincot,2023-06-30 11:17:17.367
9673,2024-02-21 06:49:37.413,2024-01-30 00:00:00.000,TECO Discharge Canal,FL,Hillsborough,Apollo Beach,TECO Discharge Canal ,0,0,0,,,,,0,,,,tclauss,272,N,2024-01-30 00:00:00.000,221,N,2024-01-30 00:00:00.000,,LPZ,1,mlippincot,2024-02-21 06:49:37.413,mlippincot,2024-02-21 06:49:50.767
9674,2023-07-13 12:07:46.070,2023-07-13 00:00:00.000,Pete's Pier boat ramp,FL,Citrus,Crystal River,Kings Bay,1,0,0,,,,,0,,,,yjafarey,388,N,2023-07-13 00:00:00.000,268,N,2023-07-12 00:00:00.000,,JAX,1,cmiller,2023-07-13 12:07:46.070,cmiller,2023-07-13 12:15:03.520
9677,2024-01-12 13:11:31.623,2024-01-11 00:00:00.000,Three Sisters Spring ,FL,Citrus,Crystal River,Three Sisters Spring ,0,0,0,,,,,0,,,,mnau,270,N,2023-12-27 00:00:00.000,224,N,2023-12-27 00:00:00.000,,LPZ,1,mlippincot,2024-01-12 13:11:31.623,mlippincot,2024-01-12 13:11:49.087
9678,2023-06-20 09:59:02.347,2023-06-20 00:00:00.000,Indian Mound Park,FL,Charlotte,Englewood,Lemon Bay,1,0,0,,,,,0,,,,LStaggs,436,N,2023-06-20 00:00:00.000,283,N,2023-06-20 00:00:00.000,,SWF,1,lbraso,2023-06-20 09:59:02.347,lbraso,2023-06-20 09:59:52.060
9679,2023-07-16 04:30:59.203,2023-07-12 00:00:00.000,Demere Key boat ramp,FL,Lee,St. James City,Charlotte Harbor,1,0,0,,,,,0,,,,LStaggs,413,N,2023-07-12 00:00:00.000,266,N,2023-07-12 00:00:00.000,,SWF,1,lbraso,2023-07-16 04:30:59.203,lbraso,2023-07-16 04:31:23.387
9682,2023-07-18 09:37:13.930,2023-07-18 00:00:00.000,Nokomis boat ramp,FL,Sarasota,Nokomis,Blackburn Bay,1,0,0,,,,,0,,,,DLinderman,393,N,2023-07-18 00:00:00.000,265,N,2023-07-18 00:00:00.000,,SWF,1,lbraso,2023-07-18 09:37:13.930,lbraso,2023-07-18 09:37:36.030
9685,2023-07-09 05:48:36.373,2023-07-06 00:00:00.000,Eckard College,FL,Pinellas,St. Pete,Boca Ciega Bay,1,0,0,,,,,0,,,,creid,325,N,2023-07-06 00:00:00.000,251,N,2023-07-06 00:00:00.000,,SWF,1,lbraso,2023-07-09 05:48:36.373,lbraso,2023-07-09 05:49:16.507
9686,2023-07-09 05:52:48.700,2023-07-06 00:00:00.000,shell rd boat ramp,FL,Collier,Naples,Rookery Bay,1,0,0,,,,,0,,,,sdirocco,386,N,2023-07-06 00:00:00.000,265,N,2023-07-06 00:00:00.000,,SWF,1,lbraso,2023-07-09 05:52:48.700,lbraso,2023-07-09 05:53:19.290
9687,2023-06-20 10:16:28.020,2023-06-20 00:00:00.000,Nokomis boat ramp,FL,Sarasota,Nokomis,Blackburn Bay,1,0,0,,,,,0,,,,DLinderman,240,N,2023-06-20 00:00:00.000,230,N,2023-06-20 00:00:00.000,,SWF,1,lbraso,2023-06-20 10:16:28.020,lbraso,2023-06-20 10:16:53.260
9694,2023-08-14 08:07:30.463,2023-08-09 00:00:00.000,Demere Key boat ramp,FL,Lee,St. James City,Pine Island Sound,1,0,0,,,,,0,,,,DLinderman,309,N,2023-08-09 00:00:00.000,236,N,2023-08-09 00:00:00.000,,SWF,1,lbraso,2023-08-14 08:07:30.463,lbraso,2023-08-14 08:07:52.653
9696,2023-06-30 11:13:15.550,2023-06-21 00:00:00.000,Estero Bay,FL,Lee,Bonita Springs,Estero Bay,0,0,0,,,,,0,,,,mnau,301,N,2023-05-09 00:00:00.000,240,N,2023-05-09 00:00:00.000,,LPZ,1,mlippincot,2023-06-30 11:13:15.550,mlippincot,2023-06-30 11:13:32.817
10705,2023-12-18 07:15:10.023,2023-12-14 00:00:00.000,Nature's Resort RV park,FL,Citrus,Homosassa,Halls River,0,0,0,,,,,0,,,,mnau,297,N,2023-12-09 00:00:00.000,238,N,2023-11-30 00:00:00.000,,LPZ,1,mlippincot,2023-12-18 07:15:10.023,mlippincot,2023-12-18 07:15:24.467
11701,2024-08-13 11:04:37.770,2024-08-08 00:00:00.000,Bass Pro boat ramp,FL,Monroe,Islamorada,Florida Bay,1,0,0,,,,,0,,,,creid,715,N,2024-08-08 00:00:00.000,309,N,2024-08-08 00:00:00.000,,SWF,1,lbraso,2024-08-13 11:04:37.770,lbraso,2024-08-13 11:05:36.813
11702,2024-05-12 06:34:53.623,2024-04-30 00:00:00.000,Bass Pro boat ramp,FL,Monroe,Islamorada,Florida Bay,1,0,0,,,,,0,,,,creid,322,N,2024-04-30 00:00:00.000,228,N,2024-04-30 00:00:00.000,,SWF,1,lbraso,2024-05-12 06:34:53.623,lbraso,2024-05-12 06:35:19.240
11703,2023-07-16 04:33:21.107,2023-07-12 00:00:00.000,Demere Key boat ramp,FL,Lee,St. James City,Charlotte Harbor,1,0,0,,,,,0,,,,sdirocco,268,N,2023-07-12 00:00:00.000,249,N,2023-07-12 00:00:00.000,,SWF,1,lbraso,2023-07-16 04:33:21.107,lbraso,2023-07-16 04:33:47.157
11704,2023-08-22 09:52:23.323,2023-08-16 00:00:00.000,Bay Pines Boat Ramp,FL,Pinellas,St Petersburg,Bay Pine,0,0,0,,,,,0,,,,mnau,367,N,2023-07-27 00:00:00.000,276,N,2023-07-27 00:00:00.000,,LPZ,1,mlippincot,2023-08-22 09:52:23.323,mlippincot,2023-08-22 09:52:42.820
