"MLog","RescueDate","RescuePerDay","State","County","City","Waterway","Latitude","Longitude","Pregnant","Health","RescueType","PrimCauseID","PrimText","SecCauseID","SecText","WhereRel","Dead","Tracker","Transporter","FacTransTo","VetID","PartOrg","FloodGate","Pot","Weight","EstW","WDate","Length","EstL","LDate","Comments","Org","CreateBy","CreateDate","UpdateBy","UpdateDate"
2032,2018-01-02 00:00:00.000,1,FL,Miami/Dade,North Miami Beach,Maule Lake,25.929070,-80.151600,M,U,A,TrGa,,,,,0,,,,,,S-29,,,,,305,Y,2018-01-02 00:00:00.000,,FWCT,ahowell,2018-05-15 09:37:05.403,dszemer,2019-03-26 13:48:44.733
2033,2018-01-02 00:00:00.000,1,FL,Miami/Dade,North Miami Beach,Maule Lake,25.929070,-80.151600,M,U,A,TrGa,,,,,0,,,,,,S-29,,,,,215,Y,2018-01-02 00:00:00.000,,FWCT,ahowell,2018-05-15 09:39:53.120,dszemer,2019-03-26 14:07:19.887
2034,2018-01-02 00:00:00.000,1,FL,Miami/Dade,North Miami Beach,Maule Lake,25.929060,-80.151600,M,U,A,TrGa,,,,,0,,,,,,S-29,,,,,200,Y,2018-01-02 00:00:00.000,,FWCT,ahowell,2018-05-15 09:41:13.750,dszemer,2019-03-26 14:07:57.900
2035,2018-01-02 00:00:00.000,1,FL,Miami/Dade,Homestead,Military Canal,25.489510,-80.346940,M,U,A,TrGa,,,,,0,,,,,,S20G,,,,,245,Y,2018-01-02 00:00:00.000,,FWCT,ahowell,2018-05-15 09:43:07.630,dszemer,2019-03-26 14:09:03.517
2036,2018-01-24 00:00:00.000,1,FL,Broward,Ft Lauderdale,Rio Barcelona Canal,26.130420,-80.118090,M,U,A,Enta,,,,,0,,,,,,,,,,,221,N,2018-01-24 00:00:00.000,manatee had orange life jacket around him,FWCT,ahowell,2018-05-15 09:46:23.913,dszemer,2019-04-15 11:25:31.990
2037,2018-03-01 00:00:00.000,1,FL,Palm Beach,Hypoluxo,Lake Worth Lagoon,26.558650,-80.050770,M,U,A,TrOt,Manatee trapped behind man-made oyster bar,,,,0,,,,,,,,,,,295,N,2018-03-01 00:00:00.000,,FWCT,ahowell,2018-05-15 09:49:41.070,dszemer,2019-07-29 12:39:51.543
2038,2018-04-10 00:00:00.000,1,FL,Monroe,Marathon,Atlantic Ocean,24.788898,-80.887862,M,U,U,Enta,,,,,0,,,,,DRC-Adam Keaton,,,,,,305,Y,2018-04-10 00:00:00.000,"The manatee had one large hook deep in the lower right aspect of its mouth, trailing 10 feet of monofilament. The trailing monofilament removed and collected, but hook was not.",FWCT,ahowell,2018-05-15 10:01:02.867,dszemer,2019-07-30 06:51:24.753
2039,2018-05-01 00:00:00.000,1,FL,Collier,Marco Island,Blind Pass,25.876475,-81.682922,M,U,U,NaRe,,,,,0,,,,,FWC Southwest Field Lab with Rookery Bay,,,,,,225,Y,2018-05-01 00:00:00.000,"A motionless, unresponsive manatee was secured to the side of a boat using a stretcher by Rookery Bay staff while searching for turtle nests.  The manatee was debilitated due to red tide, but during transport to a boat ramp, the manatee bucked out of the stretcher and became free swimming. The manatee could not be secured in the stretcher again, and was not re sighted later in the day for a second attempt. ",FWCSW,dboyd,2018-05-15 11:17:46.243,D,2018-05-15 11:17:46.243
2040,2018-05-02 00:00:00.000,1,FL,Collier,Naples,Rookery Bay,26.014770,-81.758930,M,C,B,NaRe,,,,,0,,FWCSW,SWF,lcroft,"FWC SWF, CMA",,,190,N,2018-05-02 00:00:00.000,220,N,2018-05-02 00:00:00.000,,SWF,jpeterson,2018-05-16 13:42:16.930,dszemer,2019-10-29 09:35:05.530
2041,2018-05-02 00:00:00.000,1,FL,Collier,Marco Island,"Rookery Bay, ICW",26.011987,-81.755438,M,U,U,NaRe,,,,,0,,,,,FWC Law Enforcement,,,,,,335,Y,2018-05-02 00:00:00.000,Manatee was secured to an FWC Law Enforcement Vessel for transport to a boat ramp before bucking out of the restraints.  The manatee dove down and did not resurface. ,FWCSW,dboyd,2018-05-23 10:16:09.977,D,2018-05-23 10:16:09.977
2042,2018-05-22 00:00:00.000,1,FL,Collier,Naples,Gordon Pass,26.091370,-81.798580,N,C,B,NaEm,,,,,0,,FWCSW,SWF,lcroft,"FWCSW, MMLP, SWF",,,468,N,2018-05-22 00:00:00.000,321,N,2018-05-22 00:00:00.000,,SWF,jpeterson,2018-05-23 15:08:57.573,dszemer,2019-10-29 10:43:41.647
2043,2018-05-24 00:00:00.000,1,FL,Lee,Cape Coral,Matlacha Pass,26.651940,-82.040830,M,S,A,Enta,,,,,0,,,,,FWC-SWFL and FWC Law Enforcement,,D,,,,225,Y,2018-05-23 00:00:00.000,Manatee had a crab pot bouy entangled in a tail mutilation. The bouy and line slid right out of the mutilation. The manatee swam off strong after the disentanglement. ,FWCSW,dboyd,2018-05-24 07:35:38.273,dszemer,2019-10-29 10:53:01.383
2044,2018-05-23 00:00:00.000,1,FL,Brevard,Merrit Island,Sykes Creek,28.383370,-80.691470,N,G,B,Unk ,buoyancy from unknown source,,,,0,,FWCIR,SWF,lcroft,"FWC,SWF",,,440,N,2018-05-23 00:00:00.000,300,N,2018-05-23 00:00:00.000,,SWF,jpeterson,2018-05-24 11:54:42.380,dszemer,2019-10-29 10:59:58.520
2045,2018-06-04 00:00:00.000,1,FL,Brevard,Titusville,Indian River,28.619670,-80.799670,M,S,A,Enta,,,,,0,,,,,FWC Law Enforcement,,,,,,245,Y,2018-06-04 00:00:00.000,Manatee's right flipper was caught in a cast net. FWC officer was able to disentangle from land and retain all gear. Manatee swam off gear free.,FWCIR,bgreer,2018-06-04 11:11:47.367,dszemer,2020-01-17 09:28:09.237
2046,2018-06-04 00:00:00.000,1,FL,Hernando,Weeki Wachee,Weeki Wachee river,28.519910,-82.590090,U,G,B,Unk ,,,,,0,,MMPL,SWF,lcroft,"FWC, CMA, SWF",,,131,N,2018-06-04 00:00:00.000,202,N,2018-06-04 00:00:00.000,,SWF,jpeterson,2018-06-08 04:25:02.300,dszemer,2020-01-17 09:35:35.143
2047,2018-06-06 00:00:00.000,1,FL,Monroe,Marathon,Key Vaca Cut,24.727510,-81.013830,M,S,A,Enta,,,,,0,,,,mrodriguez,"Dolphin Research Center, Miami Seaquarium ",,,290,Y,2018-06-06 00:00:00.000,259,N,2018-06-06 00:00:00.000,,FWCT,ahowell,2018-06-08 06:53:31.763,dszemer,2019-12-20 10:06:53.407
2047,2020-02-26 00:00:00.000,1,FL,Monroe,Marathon,Boot Key Harbor,24.706115,-81.111164,M,S,U,Enta,,,,,0,,,,,citizens,,,,,,275,Y,2020-02-26 00:00:00.000,,FWCT,aperna,2020-10-18 10:14:35.370,D,2020-10-18 10:14:35.370
2047,2021-09-01 00:00:00.000,1,FL,Monroe,Marathon,Boot Key Harbor,24.705656,-81.107561,M,S,A,Enta,,,,,0,,,,sgearhart,Dolphin Research Center (DRC),,,,,,284,N,2021-09-01 00:00:00.000,FWC received report of manatee with pecs entangled in monofilament and contacted DRC for assistance. Manatee was netted (along with two incidentals ISE2104 and ISE210) monofilament was removed from both pectoral flippers and manatee was released.,FWCT,ngordon,2022-10-21 16:19:33.923,D,2022-10-21 16:19:33.923
2048,2018-06-07 00:00:00.000,1,FL,Volusia,New Smyrna Beach,Spruce Creek,29.084484,-80.958980,M,G,B,BoPr,,,,,0,,FWCNE,SWF,lcroft,"FWC, Jacksonville zoo, Save the manatee club, SWF",,,234,N,2018-06-07 00:00:00.000,238,N,2018-06-07 00:00:00.000,,SWF,jpeterson,2018-06-10 07:59:59.990,D,2018-06-10 07:59:59.990
2049,2018-06-24 00:00:00.000,1,FL,Citrus,Homosassa,Halls River,28.802620,-82.600960,U,C,B,BoIm,,,,,0,,MMPL,SWF,lcroft,"FWC,SWF",,,387,N,2018-06-24 00:00:00.000,273,N,2018-06-24 00:00:00.000,,SWF,jpeterson,2018-07-06 05:11:15.077,dszemer,2020-01-29 13:29:11.823
2050,2018-07-05 00:00:00.000,1,FL,Lee,Fort Meyers,Orange River,26.691051,-81.793132,M,G,B,NaOt,"thin, lethargic, in canal for 3 days",,,,0,,MMPL,SWF,lcroft,"FWC,SWF",,,127,N,2018-07-05 00:00:00.000,205,N,2018-07-05 00:00:00.000,,SWF,jpeterson,2018-07-06 08:38:42.253,dszemer,2019-08-06 08:39:22.547
2051,2018-07-06 00:00:00.000,1,FL,Monroe,Key Largo,Blackwater Sound,25.183952,-80.389633,M,S,A,Enta,,,,,0,,,,mrodriguez,"FWC, DRC, MSQ",,,,,,231,N,2018-07-06 00:00:00.000,,FWCT,ahowell,2018-07-10 09:08:21.907,D,2018-07-10 09:08:21.907
2051,2020-04-13 00:00:00.000,1,FL,Monroe,Key Largo,Garden Cove,25.169209,-80.370200,M,S,A,Enta,,,,,0,,,,,,,,,,,245,Y,2020-04-13 00:00:00.000,in water disentanglement,FWCT,aperna,2020-10-18 09:46:29.910,D,2020-10-18 09:46:29.910
2052,2018-07-11 00:00:00.000,1,FL,Palm Beach,Boynton Beach,Boynton Beach Inlet,26.546208,-80.044764,M,S,A,TrOt,Trapped behind man made rock wall from private land owner surrounding entire island,,,other side of rock wall in same location,0,,,,,"FWC, Boynton Beach Police Department, Palm Beach Environmental Resource Management",,,,,,312,N,2018-07-11 00:00:00.000,,FWCT,ahowell,2018-07-12 09:00:23.927,D,2018-07-12 09:00:23.927
2053,2018-06-24 00:00:00.000,1,FL,Volusia,Ormond Beach,Strickland Creek Pond,29.295310,-81.070290,N,S,A,Enta,,,,Released at rescue location after disentanglement,0,,,,,"FWC-NEFL, Volusia Co. Stranding Team, Jacksonville Zoo and Gardens ",,,,,,274,N,2018-06-24 00:00:00.000,"Manatee had entanglement on left pectoral flipper consisting of two non-commercial buoys. One was white and one was white and blue. The buoys were tied together side by side with black string/line and in a complete loop with 144 cm of trailing line. 
",FWCNE,ngordon,2018-07-14 05:40:25.797,dszemer,2020-01-29 14:23:00.930
2054,2018-06-25 00:00:00.000,1,FL,Volusia,New Smyrna Beach,Ponce de Leon Inlet,29.073820,-80.912570,M,S,A,NaTi,,,,On site at Smyrna Dunes Park,0,,,,,"FWC-NEFL, Volusia Co. Stranding Team, UF- Dr. Craig Pelton",,,,,,312,N,2018-06-25 00:00:00.000,"Manatees had been involved in an active mating herd of at least ten manatees. When the tide receded, a female and two males were beached.",FWCNE,ngordon,2018-07-14 06:04:25.127,dszemer,2020-02-05 12:30:34.110
2055,2018-07-23 00:00:00.000,1,FL,Charlotte,Englewood ,Ainger Creek,26.938370,-82.329154,M,C,B,NaRe,,,,,0,,FWCSW,SWF,sdirocco,"FWC, SWF",,,315,N,2018-07-23 00:00:00.000,250,N,2018-07-23 00:00:00.000,,SWF,jpeterson,2018-07-30 08:05:53.510,D,2018-07-30 08:05:53.510
2056,2018-07-27 00:00:00.000,1,FL,Miami/Dade,Miami,Indian Creek,25.883272,-80.127370,M,C,B,NaDp,,,,,0,,FWCT,MSQ,mrodriguez,,,,19,N,2018-07-27 00:00:00.000,109,N,2018-07-27 00:00:00.000,,MSQ,jlinvill,2018-07-30 15:47:44.567,D,2018-07-30 15:47:44.567
2057,2018-08-04 00:00:00.000,1,FL,Collier,Napels,Hall Bay,26.019109,-81.740770,M,C,B,NaRe,,,,,0,,FWCSW,SWF,sdirocco,"FWC,SWF",,,234,N,2018-08-04 00:00:00.000,228,N,2018-08-04 00:00:00.000,,SWF,jpeterson,2018-08-07 13:16:36.947,D,2018-08-07 13:16:36.947
2058,2018-07-31 00:00:00.000,1,FL,Charlotte,Placida,Lemon Bay,26.867718,-82.310435,M,C,B,NaRe,,,,,0,,FWCSW,SWF,sdirocco,"FWC,SWF",,,363,N,2018-07-31 00:00:00.000,293,N,2018-07-31 00:00:00.000,,SWF,jpeterson,2018-08-07 13:20:04.300,D,2018-08-07 13:20:04.300
2059,2018-08-01 00:00:00.000,1,FL,Charlotte,Englewood ,Lemon Bay,26.881033,-82.320500,M,C,B,NaRe,,,,,0,,FWCSW,SWF,sdirocco,"FWC, SWF",,,384,N,2018-08-01 00:00:00.000,279,N,2018-08-01 00:00:00.000,,SWF,jpeterson,2018-08-07 13:23:14.980,ngordon,2024-10-22 20:09:06.643
2060,2018-08-02 00:00:00.000,1,FL,Charlotte,Placida,Gasparilla Pass,26.826900,-82.270400,Y,C,B,NaRe,,,,,0,,FWCSW,SWF,sdirocco,"FWC,SWF,CMA",,,777,N,2018-08-02 00:00:00.000,337,N,2018-08-02 00:00:00.000,,SWF,jpeterson,2018-08-07 13:32:08.597,D,2018-08-07 13:32:08.597
2061,2018-08-04 00:00:00.000,1,FL,Brevard,Titusville,Indian River,28.619689,-80.808683,M,S,U,Enta,,,,,0,,,,,FWC-ECFL,,A,345,Y,2018-08-04 00:00:00.000,230,Y,2018-08-04 00:00:00.000,Manatee was wrapped by a loop in line of crab trap gear around left pectoral flipper. Crab trap was also anchored around a piling at a marina. Staff got in the water and cut rope as close to left pectoral flipper as possible but there was a chance some of the rope remained on the animal after gear was cut. Staff member was unable to see due to poor water clarity.,FWCIR,bgreer,2018-08-17 08:15:58.710,D,2018-08-17 08:15:58.710
2062,2018-08-16 00:00:00.000,1,FL,Volusia,oak hill,Mosquito lagoon,28.882219,-80.840536,U,C,B,BoBo,,,,,0,,MMPL,SWF,sdirocco,"FWC,SWF",,,554,N,2018-08-16 00:00:00.000,315,N,2018-08-16 00:00:00.000,,SWF,jpeterson,2018-09-02 16:37:03.217,D,2018-09-02 16:37:03.217
2063,2018-08-26 00:00:00.000,1,FL,Brevard,Merrit Island,Barge Canal,28.407263,-80.710497,M,C,B,BoBo,,,,,0,,SWF,SWF,sdirocco,"FWC,SWF",,,290,N,2018-08-26 00:00:00.000,254,N,2018-08-26 00:00:00.000,,SWF,jpeterson,2018-09-02 16:42:33.140,D,2018-09-02 16:42:33.140
2064,2018-08-31 00:00:00.000,1,FL,Volusia,Ormond Beach,Tomoka river,29.263498,-81.117195,Y,G,B,BoBo,,,,,0,,FWCIR,SWF,sdirocco,"FWC,SWF",,,695,N,2018-08-31 00:00:00.000,298,N,2018-08-31 00:00:00.000,Mother and calf pair both struck by boat calf is SWFTM1850B,SWF,jpeterson,2018-09-06 04:27:45.570,D,2018-09-06 04:27:45.570
2065,2018-08-31 00:00:00.000,1,FL,Volusia,Ormond Beach,Tomoka river,29.263610,-81.117096,M,C,B,BoBo,,,,,0,,FWCIR,SWF,sdirocco,"FWC,SWF",,,35,N,2018-09-01 00:00:00.000,129,N,2018-09-01 00:00:00.000,This calf was brought in with its mom SWFTM1849B,SWF,jpeterson,2018-09-06 04:31:10.740,D,2018-09-06 04:31:10.740
2066,2018-09-02 00:00:00.000,1,FL,Sarasota,Venice,Roberts Bay,27.102114,-82.442102,M,C,B,NaRe,,,,,0,,MMPL,SWF,sdirocco,"FWC,CMA,SWF",,,363,N,2018-09-02 00:00:00.000,281,N,2018-09-02 00:00:00.000,,SWF,jpeterson,2018-09-06 04:36:44.600,D,2018-09-06 04:36:44.600
2067,2018-09-02 00:00:00.000,1,FL,Collier,Marco Island,Factory Bay,25.962900,-81.722916,M,C,B,NaRe,,,,,0,,FWCSW,SWF,sdirocco,"FWC,SWF",,,429,N,2018-09-02 00:00:00.000,305,N,2018-09-02 00:00:00.000,,SWF,jpeterson,2018-09-06 04:40:23.080,D,2018-09-06 04:40:23.080
2068,2018-09-05 00:00:00.000,1,FL,Lee,Fort Myers Beach,Estero Bay,26.453033,-81.931294,M,G,B,NaRe,,,,,0,,FWCSW,SWF,sdirocco,"FWC,SWF",,,207,N,2018-09-05 00:00:00.000,225,N,2018-09-05 00:00:00.000,,SWF,jpeterson,2018-09-06 09:57:44.157,D,2018-09-06 09:57:44.157
2069,2018-08-30 00:00:00.000,1,FL,Volusia,Oak Hill,Indian River North,28.873935,-80.839288,M,S,A,Enta,,,,,0,,,,,FWC Law Enforcement,,A,,,,215,Y,2018-08-30 00:00:00.000,FWC officer responded and was able to easily remove gear from left pectoral flipper. It was loosely wrapped once and the officer was able to remove all gear.,FWCIR,bgreer,2018-09-13 07:09:56.560,D,2018-09-13 07:09:56.560
2070,2018-09-11 00:00:00.000,1,FL,Brevard,Titusville,indian river,28.624429,-80.812005,M,G,B,BoBo,,,,,0,,FWCIR,SWF,sdirocco,"FWC,SWF",,,238,N,2018-09-11 00:00:00.000,237,N,2018-09-11 00:00:00.000,,SWF,jpeterson,2018-09-17 08:21:10.980,D,2018-09-17 08:21:10.980
2071,2018-09-13 00:00:00.000,1,FL,Collier,Port of the Islands,Faka Union Canal,25.946331,-81.509836,M,C,B,NaEm,,,,,0,,FWCSW,MSQ,mrodriguez,"FWC Southwest Field station rescued.
FWC Southeast transported to Miami Seaquarium",,,272,Y,2018-09-13 00:00:00.000,286,N,2018-09-13 00:00:00.000,,MSQ,mrodriguez,2018-09-17 10:08:28.393,dszemer,2019-08-28 12:14:31.543
2072,2018-09-19 00:00:00.000,1,FL,Collier,Marco Island,Caxambas Pass,25.908660,-81.712153,M,C,B,BoBo,,,,,0,,FWCT,MSQ,mrodriguez,FWC SW and FWC SE field station rescued,,,430,Y,2018-09-19 00:00:00.000,286,N,2018-09-19 00:00:00.000,,MSQ,jlinvill,2018-09-24 12:41:40.477,dszemer,2019-09-06 09:49:16.903
2073,2018-09-19 00:00:00.000,1,FL,Sarasota,Sarasota,Sarasota Bay,27.314602,-82.574367,U,C,B,NaRe,,,,,0,,MMPL,SWF,sdirocco,"SWF,FWC",,,206,N,2018-09-19 00:00:00.000,213,N,2018-09-19 00:00:00.000,,SWF,jpeterson,2018-09-25 04:45:41.507,D,2018-09-25 04:45:41.507
2074,2018-09-15 00:00:00.000,1,FL,Charlotte,Englewood ,Gottfried Creek,26.934292,-82.343907,U,C,B,NaRe,,,,,0,,MMPL,SWF,sdirocco,"FWC,CMA (transport),SWF",,,281,N,2018-09-15 00:00:00.000,263,N,2018-09-15 00:00:00.000,,SWF,jpeterson,2018-09-25 04:49:13.987,dszemer,2019-09-06 09:40:07.967
2075,2018-09-26 00:00:00.000,1,FL,Sarasota,Sarasota,Sarasota Bay,27.340773,-82.563050,M,C,B,NaRe,,,,,0,,MMPL,SWF,sdirocco,"FWC,CMA,SWF",,,334,N,2018-09-26 00:00:00.000,274,N,2018-09-26 00:00:00.000,,SWF,jpeterson,2018-09-27 11:35:37.000,D,2018-09-27 11:35:37.000
2076,2018-10-01 00:00:00.000,1,FL,Citrus,Crystal River,Kings Bay,28.882100,-82.604900,M,G,B,BoBo,,,,,0,,MMPL,SWF,sdirocco,"FWC,SWF",,,304,N,2018-10-01 00:00:00.000,252,N,2018-10-01 00:00:00.000,,SWF,jpeterson,2018-10-02 07:44:51.430,D,2018-10-02 07:44:51.430
2077,2018-08-18 00:00:00.000,1,FL,Lee,Sanibel,Tarpon Bay,26.453837,-82.086792,M,S,A,Enta,,,,,0,,,,,,,D,,,,240,Y,2018-08-18 00:00:00.000,"Manatee with partially embedded crab pot entanglement around the right pectoral flipper. An infield, boat based disentanglement was performed, and the manatee swam off strongly. Rebar, float and line were retained.  The pot was never seen with the manatee. ",FWCSW,dboyd,2018-10-02 14:17:23.347,D,2018-10-02 14:17:23.347
2078,2018-09-20 00:00:00.000,1,FL,Levy,Cedar Key,Daughtry Bayou,29.126877,-83.033375,U,G,B,BoBo,,,,,0,,MMPL,SWF,sdirocco,"SWF,FWC",,,579,N,2018-09-20 00:00:00.000,310,N,2018-09-20 00:00:00.000,,SWF,jpeterson,2018-10-03 09:05:14.603,D,2018-10-03 09:05:14.603
2079,2018-09-20 00:00:00.000,1,FL,Levy,Cedar Key,Daughtry Bayou,29.126877,-83.033375,M,S,B,Calf,,,,,0,,MMPL,SWF,sdirocco,"SWF,FWC",,,82,N,2018-09-20 00:00:00.000,181,N,2018-09-20 00:00:00.000,,SWF,jpeterson,2018-10-03 09:09:01.983,D,2018-10-03 09:09:01.983
2080,2018-10-09 00:00:00.000,1,FL,Broward,Plantation,Broward Canals,26.099411,-80.229995,N,C,B,NaDp,,,,,0,,FWCT,MSQ,mrodriguez,,,,13,N,2018-10-09 00:00:00.000,94,N,2018-10-09 00:00:00.000,Observed for 3 days without a mother. very dehydrated upon rescue.  approximately 1 week old.,MSQ,jlinvill,2018-10-10 13:34:20.273,D,2018-10-10 13:34:20.273
2080,2021-04-09 00:00:00.000,1,FL,Broward,Dania Beach,PEEC,26.079919,-80.120222,U,G,B,NaNS,,,,,0,,FWCT,MSQ,mrodriguez,"SWF,CMARI,MSQ,SEFWC",,,202,N,2021-04-09 00:00:00.000,215,N,2021-04-09 00:00:00.000,SW captured tagged MRP animal. went back to MSQ for rehab,SWF,lbraso,2021-04-19 07:30:49.357,D,2021-04-19 07:30:49.357
2081,2018-01-05 00:00:00.000,1,FL,St. Johns,Ponte Vedra Beach,Tolomato River (ICW),30.075440,-81.365750,M,C,U,NaCs,,,,,1,,,,,"FWC NEFL, FWC LE, FWC Volunteer, Jacksonville Zoo and Gardens

",,,,,,250,N,2018-01-12 00:00:00.000,"Manatee was called in by fisherman, but was deceased when the rescue team arrived. (Carcass was collected at a later date due to late hour and lack of light.) ",FWCNE,ngordon,2019-03-19 13:54:40.090,dszemer,2019-03-26 14:46:30.723
2082,2018-01-06 00:00:00.000,1,FL,Manatee,Bradenton,Manatee River,27.498240,-82.554810,N,S,A,NaNS,,NaCs,,TECO Manatee Viewing Center,0,,,,,"FWC-MMPL, Mote Marine Laboratory",,,,,,220,N,2018-01-06 00:00:00.000,"Water temperatures were low and the manatee was far from a primary warm water site.  The manatee had mild cold stress lesions on its nose and slight ventral folds, and it was relatively small in size. ",MMPL,ngordon,2018-10-13 13:34:50.233,dszemer,2019-03-26 14:51:43.600
2083,2018-10-15 00:00:00.000,1,FL,Pinellas,Clearwater,Gulf of mexico,27.964790,-82.832448,U,C,B,NaDp,,,,,0,,MMPL,SWF,sdirocco,"FWC,CMA,SWF",,,26,N,2018-10-15 00:00:00.000,119,N,2018-10-15 00:00:00.000,,SWF,jpeterson,2018-10-26 09:14:55.387,D,2018-10-26 09:14:55.387
2083,2024-02-28 00:00:00.000,1,FL,Citrus,Crystal River,Kings Bay,28.898930,-82.595354,N,C,B,NaOt,Animal found beached with no obvious injuries or cold stress,,,,0,,FWS,LPZ,,,,,239,N,2024-02-28 00:00:00.000,229,N,2024-02-28 00:00:00.000,,LPZ,mlippincot,2024-03-14 09:31:31.260,D,2024-03-14 09:31:30.877
2084,2018-09-22 00:00:00.000,1,FL,Brevard,Allenhurst,Haulover Canal,28.740565,-80.750761,M,U,U,Enta,,,,,0,,,,,Citizen,,A,410,Y,2018-09-22 00:00:00.000,275,Y,2018-09-22 00:00:00.000,"Manatee has a crab trap, line and buoy caught around the left flipper. The crab trap and line became wrapped and caught on an anchor line of a citizen's boat. They cut the crab trap off and the manatee swam away. FWC-ECFL staff attempted to remove remaining line and buoy from a boat when they arrived but were unsuccessful.",FWCIR,bgreer,2018-10-22 07:10:48.017,D,2018-10-22 07:10:48.017
2084,2018-10-24 00:00:00.000,1,FL,Brevard,Titusville,Indian River,28.493122,-80.769844,M,S,B,Enta,,,,,0,,SWF,SWF,sdirocco,"FWC EC, FWC NE, SeaWorld, Brevard Zoo",,A,381,N,2018-10-24 00:00:00.000,268,N,2018-10-24 00:00:00.000,"Trap cut free on September 22, 2018.",FWCIR,dszemer,2018-10-31 14:02:40.217,dszemer,2018-10-31 14:08:09.497
2085,2018-01-06 00:00:00.000,1,FL,Monroe,Marathon,Atlantic Ocean,24.728150,-81.003950,N,C,B,NaDp,,NaEm,,,1,,FWCT,MMPL,,DRC,,,62,N,2018-01-08 00:00:00.000,157,N,2018-01-08 00:00:00.000,Died during rescue,FWCT,dszemer,2019-03-26 15:01:42.167,D,2019-03-26 15:01:42.167
2087,2018-10-24 00:00:00.000,1,FL,Brevard,Titusville,Indian River,28.492633,-80.775672,N,S,I,Inc ,,,,,0,,,,,"FWC-ECFL, FWC-NEFL, Sea World Orlando",,,20,Y,2018-10-24 00:00:00.000,110,Y,2018-10-24 00:00:00.000,Manatee was incidentally captured during a rescue attempt of a carb trap entangled manatee and was released after the target animal was captured.,FWCIR,bgreer,2018-10-26 11:13:00.893,D,2018-10-26 11:13:00.893
2088,2018-04-09 00:00:00.000,1,FL,Brevard,Port Canaveral,Banana River,28.480050,-80.624800,M,S,I,Inc ,,,,,0,,,,,FWC- Indian River Field Lab FIM crew,,,,,,230,Y,2018-04-09 00:00:00.000,Manatee was incidentally captured during a FIM set for fisheries studies. The manatee was let out of the net with no incident. ,FWCIR,bgreer,2018-10-26 11:17:51.283,D,2018-10-26 11:17:51.283
2089,2018-05-07 00:00:00.000,1,FL,Volusia,Oak Hill,Indian River North,28.874111,-80.837100,M,S,I,Inc ,,,,,0,,,,,Citizen,,,,,,245,Y,2018-05-07 00:00:00.000,"The complainant, Jeff Graybill (JG) (386-210-4109), stated on the night of 07 May around 1900 hrs he and his wife were shrimping off of their boat and a manatee was caught in their net. JG stated that it took about 15-20 minutes to be able to cut the net enough to allow the manatee to swim out. JG stated that during this time he would raise the net and manatee up to allow it to breath and said that during the entanglement the manatee was thrashing quite a bit but once free it swam away slowly. ",FWCIR,bgreer,2018-10-26 11:21:33.433,D,2018-10-26 11:21:33.433
2090,2018-10-27 00:00:00.000,1,FL,Broward,Fort Laurderdale,Port Everglades,26.095180,-80.123485,M,C,B,NaRe,,,,,0,,FWCT,MSQ,mrodriguez,,,,850,Y,2018-10-27 00:00:00.000,276,Y,2018-10-27 00:00:00.000,,MSQ,jlinvill,2018-11-04 14:09:23.650,D,2018-11-04 14:09:23.650
2091,2018-11-01 00:00:00.000,1,FL,Brevard,Allenhurst,Mosquito Lagoon,28.705478,-80.720842,U,S,A,TrOt,This manatee and REC1818 were trapped in a mosquito impoundment with low water levels and were unable to swim out of the culvert they came in through. ,,,"Biolab Boat Ramp, Mosquito Lagoon",0,,,,,"FWC-ECFL, HUBBS- Sea World, Brevard Zoo, USFWS",,,250,Y,2018-11-01 00:00:00.000,227,N,2018-11-01 00:00:00.000,"Manatees were captured and relocated to a nearby boat ramp, Biolab Boat Ramp.",FWCIR,bgreer,2018-11-07 08:29:24.027,D,2018-11-07 08:29:24.027
2092,2018-11-01 00:00:00.000,1,FL,Brevard,Allenhurst,Mosquito Lagoon,28.705503,-80.720897,U,S,A,TrOt,This manatee and REC1817 were trapped in a mosquito impoundment with low water levels and were unable to swim out of the culvert they came in through.,,,"Biolab Boat Ramp, Mosquito Lagoon",0,,,,,"FWC-ECFL, HUBBS- Sea World, Brevard Zoo, USFWS",,,645,Y,2018-11-01 00:00:00.000,317,N,2018-11-01 00:00:00.000,"Manatees were captured and relocated to a nearby boat ramp, Biolab Boat Ramp.",FWCIR,bgreer,2018-11-07 08:34:36.460,D,2018-11-07 08:34:36.460
2093,2018-10-25 00:00:00.000,1,FL,Pinellas,St. Petersburg,Boca Ciega Bay,27.790341,-82.755844,M,C,B,NaRe,,,,,0,,MMPL,SWF,sdirocco,"FWC,SWF",,,409,N,2018-10-25 00:00:00.000,303,N,2018-10-25 00:00:00.000,,SWF,jpeterson,2018-12-10 08:18:28.997,D,2018-12-10 08:18:28.997
2094,1995-11-10 00:00:00.000,1,FL,Sarasota,North Port,Big Slough,27.030000,-82.259444,U,S,A,Enta,,,,,0,,,,,"FWC SW, FWC MMPL",,,,,,257,N,1995-11-10 00:00:00.000,,FWCSW,dszemer,2018-11-21 14:11:02.600,D,2018-11-21 14:11:02.600
